"Carimbo de data/hora","Li o Termo de Consentimento Livre Esclarecido e concordo:","Você reside em qual munícipio?","Em que faixa de idade você se encontra?","Qual seu gênero?","Qual sua escolaridade?","Você segue alguma religião?","Por onde se informa mais? ","Tem interesse em política?","Se considera mais de:","Quando falamos em Esquerda, qual dessas afirmações faz mais sentido para você?","Quando falamos em Direita, qual dessas afirmações faz mais sentido para você?","Você apoia a existência de sindicatos?","Você apoia o direito de greve trabalhista?","O governo deve usar agentes da lei para acabar com manifestações?","O regime militar deveria voltar?","Leis devem ser sempre obedecidas (sendo elas justas ou não)?","O governo deve poder proibir a existência de algum partido político?","No capitalismo, quem se esforça sempre é recompensado?","No socialismo, todos os problemas sociais são sanados?","Você é contra o aborto, sendo a situação prevista ou não em lei?","É a favor do desarmamento civil, especialmente em centros urbanos?","As grandes fortunas (investimentos e bens acima de 20 milhões de reais) devem ser taxadas e, com essa arrecadação, investir em melhorias para a população?","Toda pessoa deveria ter direito à saúde de graça e com qualidade, oferecida pelo governo?","Você considera a família como união de duas ou mais pessoas, independentemente do gênero destas?"
"2023/01/21 11:37:23 PM GMT-3","SIM, aceito participar da pesquisa.","Atibaia ","25-35","Masculino","Graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Esquerda","Socialismo / Comunismo","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 11:46:10 PM GMT-3","SIM, aceito participar da pesquisa.","Santa Bárbara-MG","43-50","Masculino","Pós-graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","É o certo de acordo com minha noção de ética","Sim.","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/22 12:31:47 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí-SP","25-35","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Ser oposição ao governo","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Não concordo nem discordo","Discordo parcialmente","Sim","Sim","Sim","Sim","Sim"
"2023/01/22 1:25:30 AM GMT-3","SIM, aceito participar da pesquisa.","Brasília ","25-35","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/22 7:32:24 AM GMT-3","SIM, aceito participar da pesquisa.","Brasília ","36-42","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Não sempre, pois acho que tenho o direito de não cumprir caso não concorde","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/22 7:49:41 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiai SP","43-50","Feminino","Graduação completa","Sim e não sou praticante","Televisão","Não me interesso por política","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo plenamente","Discordo plenamente","Sim","Sim","Não","Sim","Sim"
"2023/01/22 9:00:19 AM GMT-3","SIM, aceito participar da pesquisa.","Campinas ","18-24","Feminino","Ensino médio completo","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Não concordo nem discordo","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/22 9:12:03 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","25-35","Feminino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","É indiferente para mim","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Não","Sim","Sim"
"2023/01/22 9:19:04 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","25-35","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Não","Não","Não","Sim"
"2023/01/22 9:27:56 AM GMT-3","SIM, aceito participar da pesquisa.","São Bernardo do Campo ","51-65","Feminino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Sim","Não","Sim","Sim","Sim"
"2023/01/22 9:52:34 AM GMT-3","SIM, aceito participar da pesquisa.","Bahia","25-35","Feminino","Graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/22 9:56:02 AM GMT-3","SIM, aceito participar da pesquisa.","Cajamar ","25-35","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Não","Não","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/22 9:57:33 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","25-35","Masculino","Pós-graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Centro-Direita","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo plenamente","Não","Não","Não","Sim","Sim"
"2023/01/22 9:57:59 AM GMT-3","SIM, aceito participar da pesquisa.","Campo Grande ","25-35","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Direita","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Não","Não","Não","Não","Sim"
"2023/01/22 10:20:55 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí - São Paulo","25-35","Feminino","Pós-graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","Não sei responder","Não sei responder","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Não concordo nem discoro","Não","Sim","Sim","Sim","Sim"
"2023/01/22 10:21:36 AM GMT-3","SIM, aceito participar da pesquisa.","Recife","43-50","Masculino","Graduação completa","Sim e não sou praticante","Rádio","Sim, me interesso por política","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo plenamente","Não","Sim","Não","Sim","Não"
"2023/01/22 10:54:49 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí SP ","36-42","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Rádio","Sim, me interesso por política","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo plenamente","Sim","Não","Sim","Sim","Sim"
"2023/01/22 10:59:34 AM GMT-3","SIM, aceito participar da pesquisa.","Campo Limpo Pta","25-35","Masculino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Ser maioria e, portanto, mais poderosa","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo parcialmente","Sim","Sim","Não","Sim","Sim"
"2023/01/22 11:00:49 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","51-65","Feminino","Graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Sim","Sim","Sim","Sim","Sim"
"2023/01/22 11:12:37 AM GMT-3","SIM, aceito participar da pesquisa.","Santo André","18-24","Masculino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Centro-Direita","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo parcialmente","Sim","Não","Sim","Sim","Sim"
"2023/01/22 11:48:50 AM GMT-3","SIM, aceito participar da pesquisa.","São Paulo","36-42","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/22 12:39:38 PM GMT-3","SIM, aceito participar da pesquisa.","Breslavia ","25-35","Feminino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Não","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Não","Não","Sim","Sim","Sim"
"2023/01/22 1:08:44 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","25-35","Masculino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
